StockCode,CurrentPrice,Elasticity,RecommendedPrice
22433,2.27,-3.019,1.82
22434,2.04,-2.7419,1.63
22435,1.42,-2.1487,1.33
22436,0.68,-3.0333,0.55
22437,0.98,-3.1532,0.79
22438,1.92,-2.7102,1.53
22439,0.73,-2.9702,0.58
22440,0.45,-0.5,0.54
22441,2.43,-1.2524,2.91
22442,7.49,-2.8738,5.99
22443,8.49,-0.5,10.19
22444,1.58,-1.6774,1.9
22445,3.45,-1.2693,4.15
22446,3.06,-2.5993,2.48
22447,3.52,-1.9707,3.58
22448,3.68,-1.7463,4.31
22449,3.48,-0.426,4.18
22450,3.53,-0.8433,4.24
22451,3.87,-0.5,4.64
22452,2.7,-2.6338,2.17
22453,2.88,-1.9895,2.89
22454,3.14,-1.5255,3.77
22456,6.33,-1.8426,6.92
22457,3.52,-1.1608,4.22
22458,2.89,-0.7615,3.47
22459,2.93,-2.818,2.34
22460,1.53,-0.819,1.83
22461,12.64,-1.4177,15.16
22464,1.91,-2.0219,1.89
22465,1.87,-1.9461,1.93
22466,2.38,-0.5,2.85
22467,2.84,-0.5,3.41
22468,7.88,-0.3976,9.45
22469,1.93,-3.72,1.54
22470,3.21,-2.6457,2.58
22471,5.88,-1.2844,7.06
22472,5.92,-0.5522,7.1
22473,5.27,-1.967,5.36
22474,6.23,-0.6529,7.48
22475,6.04,-0.735,7.24
22476,6.68,-0.9289,8.01
22477,1.65,-1.6361,1.98
22478,1.62,-2.1167,1.54
22479,1.58,-1.1537,1.9
22480,1.28,-0.5,1.53
22481,1.16,-1.7898,1.31
22482,1.25,-7.1754,1.0
22483,3.35,-1.8265,3.7
22485,14.75,-1.1732,17.7
22486,9.89,-1.02,11.87
22487,10.74,-1.0097,12.88
22488,1.96,-1.0779,2.36
22489,0.51,-0.5,0.61
22491,0.9,-2.9556,0.72
22492,0.77,-0.5,0.92
22493,1.84,-2.8211,1.47
22494,1.72,-1.44,2.06
22495,3.43,-0.073,4.12
22496,3.12,-1.5058,3.74
22497,5.3,-1.1103,6.36
22498,6.83,-1.6428,8.2
22499,6.62,-2.5397,5.46
22500,5.12,-1.188,6.15
22501,13.65,-1.95,14.01
22502,8.01,-0.5,9.61
22503,25.86,-1.1376,31.03
22504,25.83,-1.9094,27.12
22505,5.49,-2.4746,4.61
22507,5.97,-2.0054,5.95
22508,4.39,-1.3649,5.27
22509,15.73,-1.4591,18.88
22510,3.43,-1.6916,4.11
22511,3.44,-1.7416,4.03
22512,3.69,-1.2966,4.43
22513,4.35,-1.5851,5.22
22514,2.35,-1.9646,2.39
22515,2.48,-1.4508,2.98
22516,2.5,-1.8735,2.68
22517,2.41,-1.6791,2.89
22518,2.56,-2.0945,2.45
22519,2.5,-0.8921,3.01
22520,0.93,-0.7653,1.11
22521,0.94,-0.5,1.12
22522,0.91,-1.8161,1.01
22523,0.93,-2.3177,0.82
22524,1.58,-0.9248,1.9
22525,1.68,-1.012,2.01
22526,13.65,-0.4092,16.38
22528,1.49,-2.8765,1.19
22529,0.45,-4.0507,0.36
22530,0.5,-1.5044,0.6
22531,0.49,-2.8976,0.39
22532,0.46,-2.9423,0.36
22533,0.48,-1.4233,0.57
22534,0.5,-2.9502,0.4
22535,0.47,-1.8472,0.51
22536,0.46,-1.5935,0.55
22537,0.49,-1.9462,0.5
22538,0.54,-2.5865,0.44
22539,0.55,-2.62,0.44
22540,0.5,-3.0807,0.4
22541,0.56,-2.6423,0.45
22543,0.51,-3.2855,0.41
22544,0.51,-2.6395,0.41
22545,0.54,-2.3198,0.47
22546,0.52,-2.5669,0.42
22547,0.59,-1.9028,0.62
22548,1.39,-2.3458,1.21
22549,1.86,-1.3019,2.23
22550,4.41,-0.1374,5.3
22551,1.81,-1.6482,2.17
22553,1.9,-2.3852,1.64
22554,1.87,-0.5,2.24
22555,1.81,-0.6628,2.17
22556,1.77,-1.4243,2.13
22557,1.83,-0.2424,2.19
22558,1.67,-1.1229,2.0
22559,1.5,-2.0851,1.45
22560,1.37,-1.264,1.65
22561,1.74,-0.5,2.09
22562,1.32,-1.7286,1.57
22563,1.32,-0.8283,1.58
22564,1.32,-0.5,1.58
22565,1.03,-2.1616,0.96
22566,0.99,-1.9176,1.03
22567,1.46,-1.8198,1.62
22568,4.16,-4.0601,3.33
22569,4.21,-1.7603,4.87
22570,4.3,-2.0945,4.12
22571,1.05,-2.9157,0.84
22572,1.04,-4.5357,0.83
22573,1.09,-3.1663,0.88
22574,1.07,-4.0296,0.86
22575,2.1,-2.4508,1.78
22576,1.06,-2.9489,0.85
22577,0.66,-3.7621,0.53
22578,0.63,-3.3025,0.51
22579,0.7,-3.0958,0.56
22580,6.19,-2.5518,5.09
22581,0.95,-2.7811,0.76
22582,2.89,-2.5779,2.36
22583,2.99,-1.4199,3.59
22584,2.87,-3.1149,2.3
22585,1.38,-4.1901,1.1
22586,1.01,-1.2554,1.21
22587,1.0,-1.867,1.08
22588,3.12,-2.6501,2.51
22589,3.12,-0.5,3.74
22591,3.46,-1.2451,4.15
22592,4.43,-1.8236,4.91
22593,1.07,-2.6419,0.86
22594,1.11,-3.2696,0.89
22595,1.0,-4.6114,0.8
22596,1.12,-0.6465,1.35
22597,0.79,-2.8783,0.63
22598,0.76,-3.0819,0.61
22599,0.74,-2.8756,0.59
22600,1.02,-3.9682,0.81
22601,1.03,-4.3554,0.82
22602,1.03,-5.0942,0.83
22603,1.04,-3.9276,0.83
22604,2.74,-3.0176,2.19
22605,14.84,-1.9741,15.04
22606,16.35,-2.1737,15.14
22607,10.03,-2.5205,8.31
22608,0.47,-1.5824,0.56
22609,0.58,-1.5383,0.69
22610,0.56,-1.2012,0.68
22611,5.19,-2.294,4.6
22612,4.2,-1.5558,5.04
22613,0.97,-2.6024,0.78
22614,0.42,-0.7079,0.5
22615,0.45,-2.099,0.43
22616,0.42,-1.4199,0.51
22617,5.29,-0.5,6.35
22618,10.44,-2.0535,10.18
22619,4.47,-1.1226,5.36
22620,1.57,-1.8542,1.71
22621,1.81,-0.5,2.18
22622,11.5,-0.4063,13.8
22623,5.69,-1.2265,6.83
22624,9.35,-3.4669,7.48
22625,9.79,-0.529,11.74
22626,9.21,-0.6386,11.05
22627,9.5,-0.5,11.4
22628,5.66,-1.0577,6.79
22629,2.18,-0.5,2.61
22630,2.3,-2.3243,2.02
22631,2.5,-0.9673,3.0
22632,2.2,-6.1127,1.76
22633,2.2,-5.3427,1.76
22634,10.15,-2.8187,8.12
22635,10.31,-0.8976,12.37
22636,8.79,-0.9039,10.55
22637,3.02,-0.8878,3.62
22638,2.37,-1.9153,2.47
22639,2.72,-1.6521,3.26
22640,2.56,-1.8764,2.74
22641,2.64,-0.0735,3.16
22642,2.58,-2.1585,2.41
22643,2.39,-1.0272,2.87
22644,1.97,-1.8167,2.19
22645,2.02,-1.8126,2.25
22646,1.87,-2.164,1.74
22647,1.56,-2.1873,1.43
22649,5.78,-0.3022,6.94
22650,1.84,-0.1495,2.21
22651,1.17,-0.0848,1.4
22652,1.91,-1.4317,2.29
22653,2.06,-2.0836,1.98
22654,7.39,-2.5757,6.04
22655,188.33,-0.3488,226.0
22656,214.86,-0.0508,257.84
22657,0.85,-1.0,0.85
22659,2.33,-0.5,2.79
22660,9.08,-2.7923,7.26
22661,0.96,-0.379,1.15
22662,1.92,-2.3908,1.65
22663,2.44,-1.9374,2.52
22664,2.77,-0.7782,3.33
22665,3.78,-1.8514,4.12
22666,3.6,-0.5,4.32
22667,2.99,-3.7141,2.39
22668,3.93,-3.0123,3.14
22669,3.67,-0.8319,4.4
22670,1.57,-2.3855,1.35
22671,2.04,-3.1385,1.63
22672,1.95,-2.2758,1.74
22673,1.45,-1.432,1.74
22674,1.45,-1.9454,1.49
22675,1.45,-2.7881,1.16
22676,1.6,-2.3426,1.39
22677,1.65,-1.405,1.98
22678,1.63,-2.4781,1.36
22679,1.63,-1.946,1.68
22680,1.58,-1.6245,1.9
22681,1.62,-2.3871,1.39
22682,1.54,-2.06,1.5
22683,1.6,-1.9086,1.68
22684,1.6,-2.1843,1.47
22685,1.47,-2.0823,1.41
22686,1.82,-2.0841,1.75
22687,9.82,-1.7881,11.14
22688,8.41,-2.5707,6.88
22689,9.37,-2.1432,8.79
22690,8.22,-4.5794,6.58
22691,8.9,-2.476,7.47
22692,9.5,-2.212,8.67
22693,1.46,-0.5,1.75
22694,2.41,-3.2913,1.93
22695,1.74,-1.1415,2.09
22696,2.26,-2.0,2.26
22697,3.78,-2.6117,3.06
22698,3.67,-2.9597,2.94
22699,3.62,-1.8384,3.97
22700,2.87,-2.1467,2.69
22701,2.86,-1.8778,3.06
22702,2.17,-1.8628,2.35
22703,1.93,-1.6299,2.32
22704,0.42,-18.7132,0.34
22705,0.42,-0.5,0.5
22706,0.42,-25.1018,0.33
22707,0.42,-0.5,0.5
22708,0.42,-9.769,0.33
22709,0.42,-12.2803,0.33
22710,0.42,-12.7701,0.33
22711,0.42,-16.9395,0.34
22712,0.55,-0.911,0.66
22713,0.56,-2.3847,0.48
22714,0.54,-2.5861,0.44
22715,0.51,-2.5812,0.42
22716,0.52,-1.6581,0.62
22717,0.54,-2.9594,0.43
22718,0.56,-2.2666,0.5
22719,1.89,-0.5,2.26
22720,5.83,-4.06,4.66
22721,5.38,-1.0502,6.46
22722,4.67,-0.3258,5.6
22723,4.3,-1.4552,5.15
22725,4.73,-0.5,5.68
22726,4.46,-4.5653,3.57
22727,4.36,-1.6199,5.23
22728,4.53,-2.0719,4.37
22729,4.48,-3.2371,3.58
22730,4.4,-0.5,5.28
22731,1.5,-4.1127,1.2
22732,1.55,-5.4126,1.24
22733,1.51,-6.4458,1.21
22734,3.27,-5.63,2.62
22735,2.35,-2.3181,2.06
22736,2.21,-3.021,1.77
22737,2.14,-3.3987,1.71
22738,2.19,-3.6068,1.75
22739,2.2,-5.2667,1.76
22740,1.1,-4.8003,0.88
22741,1.11,-2.2318,1.0
22742,3.12,-1.8899,3.31
22743,3.59,-0.9494,4.31
22744,3.22,-1.207,3.87
22745,2.47,-0.2263,2.97
22746,2.42,-1.6025,2.91
22747,2.4,-1.2525,2.88
22748,2.41,-0.5,2.89
22749,4.07,-0.5678,4.88
22750,4.01,-0.3635,4.82
22751,4.15,-2.4321,3.52
22752,9.46,-1.2468,11.35
22753,0.96,-2.4565,0.81
22754,1.0,-1.3334,1.2
22755,0.98,-0.664,1.18
22756,1.41,-1.4302,1.69
22757,1.54,-1.4207,1.85
22758,1.53,-1.6978,1.84
22759,1.98,-2.6677,1.58
22760,14.37,-1.2492,17.24
22761,25.2,-1.3135,30.24
22762,17.45,-0.7503,20.94
22763,11.09,-0.2076,13.3
22764,24.58,-2.7523,19.67
22765,17.33,-0.5,20.8
22766,3.19,-1.5891,3.83
22767,10.34,-0.6606,12.41
22768,10.73,-0.6358,12.88
22769,29.39,-3.812,23.51
22770,16.29,-0.3242,19.55
22771,1.53,-1.8438,1.68
22772,1.65,-0.9336,1.97
22773,1.54,-2.3637,1.34
22774,1.55,-2.4918,1.3
22775,1.67,-0.9165,2.0
22776,11.17,-0.6604,13.41
22777,10.16,-1.8152,11.31
22778,4.92,-1.6592,5.91
22779,4.2,-13.7697,3.36
22780,4.19,-31.3355,3.36
22781,9.5,-0.168,11.4
22782,19.99,-3.5944,15.99
22783,16.18,-2.5304,13.38
22784,5.64,-1.4854,6.77
22785,7.37,-1.3072,8.85
22786,7.15,-0.8968,8.59
22788,11.86,-1.0022,14.24
22789,2.13,-0.5071,2.56
22790,19.42,-1.0,19.42
22791,1.51,-0.4041,1.81
22792,1.13,-2.391,0.97
22794,8.92,-0.7186,10.71
22795,7.97,-0.5,9.56
22796,10.51,-1.4208,12.62
22797,18.72,-0.6112,22.46
22798,3.74,-1.287,4.49
22799,8.82,-1.181,10.59
22800,4.82,-0.5,5.79
22801,4.64,-0.6223,5.56
22802,19.37,-1.6019,23.25
22803,38.53,-2.0424,37.75
22804,3.15,-3.1506,2.52
22805,1.66,-1.968,1.68
22806,3.36,-2.4945,2.81
22807,3.72,-2.4182,3.17
22808,3.55,-1.5187,4.27
22809,3.36,-0.5,4.03
22810,3.42,-1.961,3.49
22811,4.09,-1.2569,4.91
22812,2.56,-3.8197,2.05
22813,2.45,-1.5848,2.94
22814,0.51,-2.6834,0.4
22815,0.5,-3.5019,0.4
22816,0.48,-5.3149,0.39
22817,0.5,-0.8789,0.6
22818,0.48,-5.4923,0.38
22819,0.48,-2.9553,0.39
22820,0.64,-3.7757,0.51
22821,0.72,-3.1816,0.58
22822,6.38,-2.2654,5.71
22823,117.5,-8.0165,94.0
22824,35.71,-13.6778,28.57
22825,8.32,-0.7573,9.98
22826,114.02,-0.4186,136.83
22827,158.51,-5.7633,126.81
22828,155.0,-5.3644,124.0
22829,10.94,-0.7884,13.12
22830,25.72,-0.5,30.87
22831,3.37,-3.0503,2.69
22832,11.55,-0.7429,13.85
22833,47.24,-0.1185,56.69
22834,2.3,-3.4534,1.84
22835,5.64,-3.831,4.51
22837,5.29,-3.6254,4.23
22838,16.98,-0.421,20.37
22839,18.25,-1.6093,21.9
22840,8.33,-1.0849,9.99
22841,8.45,-1.7474,9.87
22842,7.07,-2.2869,6.28
22843,7.16,-1.5662,8.6
22844,10.56,-1.2446,12.67
22845,7.8,-0.5599,9.36
22846,17.64,-0.5,21.17
22847,17.18,-1.2382,20.62
22848,17.94,-1.7177,21.47
22849,16.97,-0.5837,20.37
22850,15.95,-1.0,15.95
22851,0.96,-3.6977,0.76
22852,4.55,-0.5,5.46
22853,3.59,-0.8105,4.31
22854,5.49,-1.7236,6.54
22855,1.47,-0.5,1.77
22856,3.45,-0.2327,4.14
22857,1.43,-0.5,1.71
22858,1.95,-2.3995,1.67
22859,1.94,-1.2327,2.33
22860,1.96,-0.5826,2.35
22861,2.01,-3.1217,1.61
22862,4.93,-0.1286,5.91
22863,3.21,-1.0811,3.86
22864,0.42,-1.0,0.42
22865,2.35,-4.1525,1.88
22866,2.31,-0.6645,2.78
22867,2.37,-4.5117,1.89
22868,2.97,-2.2815,2.64
22869,3.07,-0.7191,3.68
22870,3.2,-1.184,3.84
22871,3.27,-2.2093,2.98
22872,3.13,-1.2391,3.76
22873,2.91,-1.6676,3.49
22874,2.78,-1.6457,3.34
22875,2.87,-1.2831,3.45
22876,2.97,-2.3512,2.59
22877,2.58,-1.5394,3.09
22878,3.42,-2.8148,2.74
22879,2.98,-1.761,3.45
22880,3.18,-1.4431,3.81
22881,3.15,-1.4799,3.78
22882,2.98,-0.7294,3.57
22883,3.31,-1.4048,3.98
22884,3.06,-1.282,3.68
22885,3.04,-1.1889,3.64
22886,2.92,-1.2543,3.5
22887,2.95,-1.6042,3.55
22888,3.06,-1.4391,3.67
22889,3.43,-2.6269,2.77
22890,11.05,-0.0447,13.26
22891,5.65,-0.5188,6.78
22892,1.32,-0.5,1.58
22893,0.62,-1.5939,0.74
22894,9.74,-1.2395,11.69
22895,3.47,-3.1255,2.77
22896,3.12,-1.6994,3.75
22897,1.76,-1.5143,2.11
22898,2.46,-2.2361,2.22
22899,2.43,-1.5565,2.92
22900,3.66,-3.0708,2.93
22902,2.57,-2.7089,2.06
22903,3.07,-0.3247,3.68
22904,3.36,-0.5,4.03
22905,2.98,-1.9437,3.07
22906,2.0,-1.1724,2.39
22907,0.97,-1.4814,1.16
22908,0.96,-1.3978,1.15
22909,0.98,-8.2287,0.78
22910,3.3,-5.9672,2.64
22911,3.2,-2.2778,2.85
22912,5.34,-0.6463,6.4
22913,5.55,-1.2974,6.66
22914,5.47,-1.4026,6.57
22915,1.27,-0.0329,1.53
22916,0.87,-0.6355,1.04
22917,0.86,-0.5,1.04
22918,0.86,-0.7647,1.03
22919,0.85,-1.0578,1.02
22920,0.87,-0.7606,1.04
22921,0.86,-0.5237,1.03
22922,1.65,-0.6171,1.98
22923,1.18,-0.5,1.41
22924,1.58,-0.5,1.89
22925,6.52,-1.8708,7.0
22926,6.34,-2.9149,5.07
22927,6.8,-1.1205,8.16
22928,7.74,-0.5,9.29
22929,64.17,-2.6511,51.52
22930,3.05,-1.5355,3.66
22931,2.81,-2.7967,2.25
22932,2.7,-2.781,2.16
22933,3.48,-0.0643,4.18
22934,3.23,-1.3506,3.87
22935,3.77,-2.0599,3.67
22936,4.29,-1.235,5.14
22937,2.9,-0.9537,3.49
22938,2.07,-1.5893,2.49
22939,5.95,-2.0496,5.8
22940,4.54,-3.563,3.64
22941,9.75,-2.8119,7.8
22942,8.57,-1.8305,9.45
22943,5.97,-3.6143,4.77
22944,1.47,-1.3359,1.76
22945,2.3,-1.1049,2.76
22946,18.68,-2.0228,18.47
22947,15.56,-2.6417,12.52
22948,1.95,-0.4521,2.34
22949,1.75,-0.8231,2.1
22950,1.57,-3.8372,1.26
22951,0.67,-1.2431,0.81
22952,0.72,-7.3267,0.57
22953,1.37,-0.2531,1.65
22954,1.39,-2.2944,1.23
22955,2.26,-1.7736,2.59
22956,2.21,-1.1895,2.65
22957,3.11,-2.7023,2.49
22959,0.42,-3.0945,0.33
22960,5.05,-1.913,5.29
22961,1.88,-0.5,2.26
22962,1.05,-0.4757,1.26
22963,1.07,-1.0145,1.29
22964,2.5,-2.4215,2.13
22965,2.33,-0.8475,2.79
22966,1.44,-4.4915,1.15
22967,3.01,-2.3832,2.59
22968,11.77,-1.204,14.12
22969,1.77,-1.6935,2.12
22970,2.73,-3.7161,2.18
22971,2.78,-2.1077,2.65
22972,2.0,-2.1714,1.86
22973,2.03,-2.2477,1.83
22974,2.04,-1.9273,2.12
22975,1.56,-0.0536,1.87
22976,1.51,-1.736,1.78
22977,1.49,-0.5,1.79
22978,4.34,-2.475,3.64
22979,1.81,-0.7509,2.17
22980,1.92,-1.0885,2.31
22981,1.87,-1.0923,2.24
22982,1.64,-1.799,1.84
22983,0.53,-2.8572,0.42
22984,0.48,-3.2608,0.38
22985,0.42,-22.9027,0.34
22986,0.42,-43.8625,0.34
22987,0.42,-1.0,0.42
22988,1.5,-0.7241,1.8
22989,3.69,-2.1033,3.51
22990,5.31,-1.9485,5.46
22991,2.27,-0.5,2.73
22992,2.27,-2.7996,1.81
22993,1.5,-0.5323,1.79
22994,0.53,-0.6706,0.63
22995,0.54,-0.6607,0.65
22996,0.53,-1.051,0.63
22997,0.49,-0.6011,0.59
22998,0.5,-0.5,0.6
22999,0.48,-0.2137,0.58
23000,0.52,-1.1112,0.62
23002,0.52,-0.2657,0.63
23003,0.42,-23.9404,0.34
23004,0.6,-1.8786,0.64
23005,0.52,-0.5,0.62
23006,0.52,-0.5,0.62
23007,15.92,-2.8223,12.74
23008,16.14,-0.5,19.37
23009,15.99,-2.3314,14.0
23010,16.3,-2.4314,13.85
23012,4.62,-0.8937,5.55
23013,4.67,-0.5,5.6
23014,4.86,-1.7026,5.83
23015,8.67,-1.2697,10.4
23016,8.71,-0.241,10.46
23017,12.76,-0.756,15.31
23018,12.9,-1.9758,13.06
23019,8.08,-18.8649,6.46
23020,13.0,-0.5,15.6
23021,4.43,-2.0849,4.26
23022,2.03,-11.5883,1.63
23023,1.76,-0.5,2.11
23024,3.01,-3.8147,2.41
23025,2.27,-2.4938,1.89
23026,2.32,-1.9721,2.36
23027,2.22,-0.5,2.66
23028,1.92,-0.5,2.31
23029,1.84,-0.1714,2.2
23031,1.83,-0.9053,2.19
23032,1.77,-0.5,2.13
23033,1.81,-0.7634,2.17
23034,1.62,-1.7554,1.89
23035,1.64,-0.4422,1.97
23036,1.32,-2.443,1.12
23037,1.89,-2.4165,1.61
23038,1.33,-2.8679,1.06
23039,2.39,-2.3654,2.07
23040,6.28,-1.6371,7.53
23041,4.61,-0.9583,5.53
23042,7.36,-1.409,8.83
23043,7.33,-1.7153,8.79
23044,4.3,-2.4155,3.67
23045,4.48,-0.8936,5.38
23046,6.81,-1.0919,8.17
23047,5.75,-1.0,5.75
23048,4.65,-2.5246,3.85
23049,8.92,-2.0593,8.67
23050,9.22,-0.4269,11.07
23051,9.64,-0.5,11.56
23052,9.78,-0.048,11.74
23053,9.81,-0.5009,11.77
23054,9.52,-1.578,11.43
23055,5.64,-2.4944,4.7
23056,6.19,-2.5721,5.06
23057,4.79,-2.9182,3.83
23058,1.23,-0.1341,1.47
23060,2.22,-1.8703,2.39
23061,1.53,-3.4519,1.22
23064,45.49,-2.1987,41.72
23065,12.97,-0.2701,15.57
23066,8.92,-1.613,10.71
23067,4.34,-1.6734,5.21
23068,2.58,-3.2378,2.07
23069,6.44,-0.5123,7.73
23070,5.09,-0.5783,6.11
23071,10.86,-2.4253,9.24
23072,13.73,-2.1271,12.95
23073,12.41,-34.0482,9.93
23074,2.61,-1.8941,2.77
23075,4.24,-2.4184,3.62
23076,1.35,-0.9935,1.62
23077,1.35,-0.5,1.61
23078,1.43,-1.785,1.62
23079,8.94,-41.5516,7.15
23080,9.33,-0.5,11.19
23081,9.4,-0.7772,11.28
23082,4.09,-0.9136,4.91
23083,4.23,-0.5,5.08
23084,2.38,-7.5201,1.9
23085,10.82,-0.5,12.98
23086,1.51,-2.6336,1.22
23087,1.59,-2.6232,1.29
23088,1.63,-3.3589,1.3
23089,2.38,-1.222,2.85
23090,0.98,-2.5806,0.8
23091,6.71,-0.5,8.06
23092,8.1,-2.6105,6.56
23093,2.78,-1.7062,3.34
23094,12.82,-1.6571,15.38
23096,2.02,-2.134,1.9
23099,7.04,-0.5454,8.45
23100,1.42,-1.0542,1.71
23101,0.97,-0.5,1.17
23102,0.97,-1.048,1.16
23103,1.84,-2.9738,1.47
23104,12.86,-0.1128,15.43
23106,2.94,-1.2755,3.53
23107,3.2,-2.376,2.76
23108,6.47,-4.4026,5.17
23109,3.26,-3.2292,2.61
23110,6.66,-1.0265,7.99
23111,13.47,-0.5,16.16
23112,9.16,-0.5,10.99
23113,6.36,-1.7707,7.31
23114,5.45,-0.3375,6.54
23115,5.8,-1.1317,6.96
23116,6.18,-0.3067,7.42
23117,5.6,-0.5,6.72
23118,8.39,-0.5696,10.07
23119,0.78,-2.1072,0.74
23120,0.46,-2.9288,0.37
23121,0.55,-0.8113,0.66
23122,1.04,-0.058,1.24
23123,1.01,-2.6381,0.82
23124,1.75,-3.0467,1.4
23125,1.91,-2.6194,1.55
23126,5.37,-0.0408,6.44
23127,5.26,-0.4555,6.31
23128,5.26,-0.5,6.31
23129,4.58,-0.5,5.49
23130,4.52,-0.5,5.42
23131,4.2,-4.124,3.36
23132,6.21,-2.3182,5.46
23133,9.16,-2.559,7.52
23134,7.91,-11.4146,6.33
23135,5.68,-2.6916,4.54
23136,4.03,-1.8014,4.53
23137,3.98,-0.7504,4.77
23138,1.59,-2.852,1.27
23139,1.61,-1.5382,1.93
23140,4.54,-1.4189,5.44
23141,4.24,-1.8738,4.55
23142,11.12,-0.8357,13.34
23143,9.93,-1.3329,11.92
23144,0.94,-1.5703,1.13
23145,1.08,-1.3187,1.3
23146,3.51,-0.5,4.21
23147,1.53,-0.5,1.83
23148,0.91,-0.3695,1.09
23149,2.73,-2.4917,2.28
23150,2.94,-0.5,3.53
23151,2.25,-2.4661,1.89
23152,3.95,-0.4935,4.74
23153,4.24,-1.4384,5.08
23154,2.2,-0.0074,2.64
23155,1.46,-0.5,1.76
23156,2.26,-0.5,2.71
23157,2.36,-3.6527,1.89
23158,2.67,-0.5,3.2
23159,2.31,-0.5306,2.78
23160,1.49,-1.0971,1.78
23161,1.59,-1.6663,1.91
23162,4.42,-1.3587,5.31
23163,3.33,-3.0635,2.66
23164,5.58,-2.1436,5.23
23165,1.97,-2.7262,1.58
23166,1.47,-4.1548,1.17
23167,1.0,-0.7801,1.2
23168,1.78,-0.8935,2.13
23169,4.72,-0.8797,5.66
23170,2.07,-2.9101,1.66
23171,2.13,-3.3783,1.7
23172,2.07,-2.1596,1.92
23173,11.11,-2.8742,8.89
23174,4.79,-4.4757,3.83
23175,3.88,-1.0287,4.65
23176,2.66,-0.5,3.19
23177,2.7,-0.5,3.24
23178,3.32,-2.5403,2.74
23179,3.52,-1.67,4.23
23180,5.94,-0.8991,7.13
23181,9.42,-0.5314,11.31
23182,1.52,-1.1164,1.82
23183,4.88,-0.0141,5.86
23184,6.45,-0.6297,7.74
23185,0.35,-0.0523,0.42
23186,0.34,-0.3407,0.41
23187,0.32,-1.0495,0.38
23188,1.93,-0.5,2.32
23189,3.4,-3.1004,2.72
23190,1.8,-0.5291,2.16
23191,1.87,-0.5,2.24
23192,1.77,-0.5,2.13
23193,2.71,-0.5,3.26
23194,2.7,-0.2473,3.25
23196,1.79,-0.6464,2.15
23197,1.95,-0.5,2.34
23198,1.8,-0.5,2.16
23199,2.57,-3.7508,2.06
23200,2.43,-0.5,2.91
23201,2.39,-2.1412,2.24
23202,2.3,-1.1505,2.75
23203,2.27,-0.5,2.73
23204,1.12,-1.2872,1.35
23205,1.15,-1.3135,1.38
23206,2.05,-1.9865,2.07
23207,1.99,-1.5727,2.38
23208,1.93,-1.227,2.32
23209,1.82,-1.7817,2.08
23210,1.46,-2.8109,1.17
23211,1.56,-1.3903,1.87
23212,1.49,-1.0827,1.79
23213,1.49,-1.4894,1.78
23214,2.38,-1.1938,2.85
23215,2.26,-4.4352,1.81
23216,1.45,-1.824,1.6
23217,1.54,-0.5,1.85
23218,1.57,-3.1396,1.26
23219,1.53,-0.9372,1.83
23220,1.08,-3.0354,0.86
23221,1.07,-2.1765,0.99
23222,1.05,-0.5,1.26
23223,1.08,-2.8575,0.87
23224,1.04,-1.8319,1.14
23225,1.09,-0.5,1.31
23226,1.57,-2.6099,1.28
23227,1.57,-1.9141,1.65
23228,1.79,-3.192,1.43
23229,4.24,-2.5412,3.5
23230,0.42,-29.5649,0.33
23231,0.42,-39.1406,0.34
23232,0.42,-15.0532,0.33
23233,0.42,-12.2486,0.33
23234,3.38,-0.5,4.05
23235,2.96,-3.0519,2.37
23236,3.27,-3.2244,2.62
23237,4.25,-0.5,5.1
23238,4.74,-0.7971,5.68
23239,4.39,-1.5373,5.26
23240,4.44,-1.8713,4.77
23241,2.48,-1.4775,2.97
23242,2.28,-1.651,2.73
23243,5.86,-4.2234,4.69
23244,2.09,-0.3883,2.51
23245,5.88,-2.16,5.47
23247,3.28,-0.5,3.94
23249,1.89,-0.5,2.26
23250,1.47,-0.5,1.76
23251,1.41,-0.5,1.69
23252,4.03,-0.5,4.84
23253,17.15,-1.235,20.58
23254,4.26,-0.3525,5.12
23255,4.35,-0.5,5.21
23256,4.46,-0.5,5.35
23263,1.44,-0.5,1.73
23264,1.49,-3.8182,1.2
23265,1.48,-2.443,1.25
23266,1.45,-3.5683,1.16
23267,1.41,-0.5,1.69
23268,1.69,-3.0487,1.35
23269,1.71,-3.1242,1.36
23270,1.5,-2.2496,1.35
23271,1.05,-4.2071,0.84
23272,1.92,-2.0923,1.84
23273,1.88,-2.3395,1.64
23274,2.01,-0.1042,2.41
23275,1.47,-2.138,1.38
23280,1.06,-0.5,1.27
23281,0.98,-0.789,1.18
23282,1.26,-0.985,1.51
23283,8.66,-4.0352,6.93
23284,8.77,-1.6389,10.53
23285,1.07,-4.1247,0.85
23286,1.03,-4.5351,0.82
23287,1.03,-2.028,1.02
23288,1.04,-3.1285,0.83
23289,1.54,-3.4917,1.23
23290,1.43,-2.3306,1.26
23291,1.52,-1.1122,1.83
23292,1.53,-1.8961,1.62
23293,1.06,-0.5,1.27
23294,1.08,-1.3344,1.3
23295,1.11,-0.0353,1.33
23296,1.52,-0.3778,1.83
23297,1.84,-0.5,2.21
23298,5.52,-3.3629,4.41
23299,4.36,-3.7984,3.49
23300,1.91,-1.6719,2.29
23301,1.94,-0.2107,2.33
23302,1.88,-0.2613,2.26
23303,1.95,-1.0,1.95
23304,1.95,-1.0,1.9500000000000002
23305,1.95,-1.0,1.9500000000000002
